_measurement,tag_1,tag_2,_time,field_11,field_12,field_13,field_21,field_22
measurement_2,tag_12,tag_21,2025-06-01T01:30:00.000Z,,,,672.961,True
measurement_2,tag_12,tag_21,2025-06-01T01:31:00.000Z,,,,823.435,True
measurement_2,tag_11,tag_21,2025-06-01T01:32:00.000Z,,,,565.501,True
measurement_1,tag_11,tag_22,2025-06-01T01:33:00.000Z,366.658,9571.0,zvdjdskys,,
measurement_1,tag_13,tag_21,2025-06-01T01:34:00.000Z,885.129,6488.0,ipfmsbb,,
measurement_1,tag_11,tag_22,2025-06-01T01:35:00.000Z,666.675,4296.0,frovk,,
measurement_2,tag_13,tag_21,2025-06-01T01:36:00.000Z,,,,152.05,True
measurement_2,tag_13,tag_21,2025-06-01T01:37:00.000Z,,,,410.187,True
measurement_1,tag_11,tag_21,2025-06-01T01:38:00.000Z,758.226,6869.0,qmdbfoiwx,,
measurement_1,tag_11,tag_21,2025-06-01T01:39:00.000Z,551.537,4640.0,dclvk,,
measurement_1,tag_12,tag_22,2025-06-01T01:40:00.000Z,30.283,790.0,wjmrctrfn,,
measurement_2,tag_12,tag_22,2025-06-01T01:41:00.000Z,,,,288.339,False
measurement_2,tag_13,tag_22,2025-06-01T01:42:00.000Z,,,,702.774,True
measurement_1,tag_11,tag_22,2025-06-01T01:43:00.000Z,664.364,7792.0,yoijzlqj,,
measurement_2,tag_11,tag_22,2025-06-01T01:44:00.000Z,,,,998.092,True
measurement_2,tag_12,tag_21,2025-06-01T01:45:00.000Z,,,,508.843,True
measurement_1,tag_12,tag_22,2025-06-01T01:46:00.000Z,54.973,9839.0,wnljj,,
measurement_2,tag_13,tag_21,2025-06-01T01:47:00.000Z,,,,688.76,False
measurement_1,tag_13,tag_21,2025-06-01T01:48:00.000Z,34.98,7090.0,tevgttdxdl,,
measurement_2,tag_11,tag_22,2025-06-01T01:49:00.000Z,,,,584.385,False
measurement_1,tag_12,tag_22,2025-06-01T01:50:00.000Z,72.3,749.0,nlisw,,
measurement_1,tag_11,tag_22,2025-06-01T01:51:00.000Z,957.153,9309.0,csobp,,
measurement_1,tag_13,tag_21,2025-06-01T01:52:00.000Z,527.906,8591.0,raowjxajo,,
measurement_2,tag_12,tag_21,2025-06-01T01:53:00.000Z,,,,727.124,True
measurement_1,tag_11,tag_21,2025-06-01T01:54:00.000Z,677.796,533.0,rdrswyfr,,
measurement_2,tag_11,tag_21,2025-06-01T01:55:00.000Z,,,,870.65,False
measurement_2,tag_11,tag_22,2025-06-01T01:56:00.000Z,,,,81.503,False
measurement_2,tag_11,tag_21,2025-06-01T01:57:00.000Z,,,,141.066,False
measurement_1,tag_13,tag_21,2025-06-01T01:58:00.000Z,270.25,4614.0,hyurugvq,,
measurement_2,tag_12,tag_21,2025-06-01T01:59:00.000Z,,,,409.903,False
measurement_2,tag_13,tag_21,2025-06-01T02:00:00.000Z,,,,705.127,False
measurement_1,tag_13,tag_21,2025-06-01T02:01:00.000Z,908.041,6347.0,unrnvwu,,
measurement_1,tag_11,tag_22,2025-06-01T02:02:00.000Z,849.602,3812.0,dncyenrses,,
measurement_2,tag_11,tag_22,2025-06-01T02:03:00.000Z,,,,247.233,True
measurement_1,tag_11,tag_22,2025-06-01T02:04:00.000Z,229.282,9295.0,anjqu,,
measurement_1,tag_11,tag_21,2025-06-01T02:05:00.000Z,262.019,1197.0,arhzf,,
measurement_1,tag_11,tag_21,2025-06-01T02:06:00.000Z,364.495,1434.0,xllgunvrvc,,
measurement_1,tag_13,tag_22,2025-06-01T02:07:00.000Z,434.929,1843.0,smjhx,,
measurement_2,tag_11,tag_21,2025-06-01T02:08:00.000Z,,,,933.147,True
measurement_2,tag_12,tag_21,2025-06-01T02:09:00.000Z,,,,620.998,False
measurement_2,tag_13,tag_21,2025-06-01T02:10:00.000Z,,,,38.394,False
measurement_1,tag_12,tag_21,2025-06-01T02:11:00.000Z,990.49,7983.0,thaopnad,,
measurement_2,tag_13,tag_21,2025-06-01T02:12:00.000Z,,,,76.768,False
measurement_2,tag_13,tag_21,2025-06-01T02:13:00.000Z,,,,577.617,False
measurement_1,tag_13,tag_22,2025-06-01T02:14:00.000Z,761.017,5628.0,sftjosfjn,,
measurement_1,tag_13,tag_22,2025-06-01T02:15:00.000Z,702.093,9880.0,ngxqplvbfw,,
measurement_2,tag_12,tag_22,2025-06-01T02:16:00.000Z,,,,424.051,False
measurement_2,tag_13,tag_22,2025-06-01T02:17:00.000Z,,,,712.919,True
measurement_1,tag_13,tag_21,2025-06-01T02:18:00.000Z,494.414,6128.0,rmumphwbd,,
measurement_2,tag_12,tag_21,2025-06-01T02:19:00.000Z,,,,678.114,True
measurement_1,tag_12,tag_21,2025-06-01T02:20:00.000Z,943.672,2774.0,tnqlzvieey,,
measurement_2,tag_11,tag_21,2025-06-01T02:21:00.000Z,,,,676.754,False
measurement_1,tag_12,tag_22,2025-06-01T02:22:00.000Z,749.689,6848.0,ymwacvedqn,,
measurement_2,tag_13,tag_22,2025-06-01T02:23:00.000Z,,,,139.524,True
measurement_2,tag_12,tag_22,2025-06-01T02:24:00.000Z,,,,862.195,True
measurement_1,tag_13,tag_22,2025-06-01T02:25:00.000Z,100.412,2400.0,ojbtucq,,
measurement_2,tag_12,tag_22,2025-06-01T02:26:00.000Z,,,,975.826,True
measurement_1,tag_12,tag_21,2025-06-01T02:27:00.000Z,170.975,3928.0,rxytw,,
measurement_1,tag_12,tag_22,2025-06-01T02:28:00.000Z,871.259,2928.0,auqps,,
measurement_2,tag_13,tag_21,2025-06-01T02:29:00.000Z,,,,891.854,False
measurement_2,tag_13,tag_22,2025-06-01T02:30:00.000Z,,,,52.173,False
measurement_2,tag_13,tag_22,2025-06-01T02:31:00.000Z,,,,925.36,False
measurement_2,tag_11,tag_21,2025-06-01T02:32:00.000Z,,,,755.482,False
measurement_2,tag_11,tag_22,2025-06-01T02:33:00.000Z,,,,539.143,True
measurement_1,tag_12,tag_21,2025-06-01T02:34:00.000Z,224.374,9239.0,lwqxy,,
measurement_1,tag_11,tag_22,2025-06-01T02:35:00.000Z,504.885,5469.0,hdpww,,
measurement_1,tag_13,tag_22,2025-06-01T02:36:00.000Z,175.034,1556.0,xdfdtizqtf,,
measurement_2,tag_11,tag_21,2025-06-01T02:37:00.000Z,,,,588.275,False
measurement_1,tag_12,tag_22,2025-06-01T02:38:00.000Z,667.16,3935.0,ibmmvub,,
measurement_1,tag_12,tag_21,2025-06-01T02:39:00.000Z,781.885,5741.0,ncmytwlen,,
measurement_2,tag_11,tag_21,2025-06-01T02:40:00.000Z,,,,104.351,True
measurement_2,tag_12,tag_22,2025-06-01T02:41:00.000Z,,,,924.155,True
measurement_2,tag_13,tag_22,2025-06-01T02:42:00.000Z,,,,970.221,False
measurement_1,tag_11,tag_21,2025-06-01T02:43:00.000Z,599.432,8274.0,wyrynoxxaq,,
measurement_2,tag_11,tag_21,2025-06-01T02:44:00.000Z,,,,207.892,True
measurement_1,tag_11,tag_21,2025-06-01T02:45:00.000Z,201.778,7210.0,fxpbik,,
measurement_2,tag_11,tag_22,2025-06-01T02:46:00.000Z,,,,212.556,False
measurement_2,tag_12,tag_22,2025-06-01T02:47:00.000Z,,,,172.862,False
measurement_1,tag_11,tag_21,2025-06-01T02:48:00.000Z,595.994,8272.0,cqxyesezf,,
measurement_2,tag_12,tag_21,2025-06-01T02:49:00.000Z,,,,271.373,True
measurement_2,tag_13,tag_22,2025-06-01T02:50:00.000Z,,,,6.413,False
measurement_2,tag_12,tag_21,2025-06-01T02:51:00.000Z,,,,455.2,False
measurement_2,tag_11,tag_21,2025-06-01T02:52:00.000Z,,,,726.694,True
measurement_1,tag_13,tag_22,2025-06-01T02:53:00.000Z,118.355,3982.0,bgkowo,,
measurement_2,tag_13,tag_21,2025-06-01T02:54:00.000Z,,,,672.229,True
measurement_2,tag_13,tag_21,2025-06-01T02:55:00.000Z,,,,660.702,True
measurement_1,tag_11,tag_21,2025-06-01T02:56:00.000Z,692.497,379.0,vqznpvscfo,,
measurement_1,tag_11,tag_21,2025-06-01T02:57:00.000Z,8.223,4799.0,qrlysaljs,,
measurement_2,tag_12,tag_22,2025-06-01T02:58:00.000Z,,,,627.724,True
measurement_2,tag_11,tag_21,2025-06-01T02:59:00.000Z,,,,986.517,True
measurement_1,tag_13,tag_22,2025-06-01T03:00:00.000Z,971.074,5738.0,samecwrx,,
measurement_2,tag_11,tag_21,2025-06-01T03:01:00.000Z,,,,507.635,False
measurement_1,tag_11,tag_21,2025-06-01T03:02:00.000Z,550.163,6523.0,xxwtiil,,
measurement_2,tag_11,tag_21,2025-06-01T03:03:00.000Z,,,,361.318,True
measurement_2,tag_11,tag_22,2025-06-01T03:04:00.000Z,,,,95.544,True
measurement_1,tag_13,tag_22,2025-06-01T03:05:00.000Z,420.958,5551.0,vuflwl,,
measurement_1,tag_13,tag_22,2025-06-01T03:06:00.000Z,865.223,7092.0,ootho,,
measurement_2,tag_11,tag_21,2025-06-01T03:07:00.000Z,,,,889.01,False
measurement_1,tag_11,tag_22,2025-06-01T03:08:00.000Z,648.86,8638.0,tzbvc,,
measurement_2,tag_13,tag_21,2025-06-01T03:09:00.000Z,,,,311.419,False
measurement_2,tag_12,tag_21,2025-06-01T03:10:00.000Z,,,,480.256,True
measurement_1,tag_12,tag_22,2025-06-01T03:11:00.000Z,153.619,4670.0,pwrzl,,
measurement_2,tag_11,tag_21,2025-06-01T03:12:00.000Z,,,,917.402,False
measurement_1,tag_11,tag_22,2025-06-01T03:13:00.000Z,430.849,5595.0,nfktuofn,,
measurement_2,tag_11,tag_22,2025-06-01T03:14:00.000Z,,,,408.495,True
measurement_2,tag_13,tag_21,2025-06-01T03:15:00.000Z,,,,48.424,True
measurement_1,tag_11,tag_21,2025-06-01T03:16:00.000Z,382.847,552.0,mhtam,,
measurement_1,tag_13,tag_21,2025-06-01T03:17:00.000Z,431.272,4207.0,ahddbzh,,
measurement_2,tag_11,tag_21,2025-06-01T03:18:00.000Z,,,,283.41,False
measurement_1,tag_11,tag_22,2025-06-01T03:19:00.000Z,324.332,7069.0,temzpoauf,,
measurement_2,tag_11,tag_21,2025-06-01T03:20:00.000Z,,,,793.911,False
measurement_1,tag_12,tag_21,2025-06-01T03:21:00.000Z,131.351,9898.0,ggneoub,,
measurement_2,tag_11,tag_21,2025-06-01T03:22:00.000Z,,,,81.204,True
measurement_1,tag_12,tag_21,2025-06-01T03:23:00.000Z,890.613,8417.0,tslcbglqnj,,
measurement_1,tag_13,tag_21,2025-06-01T03:24:00.000Z,813.649,1222.0,ileodb,,
measurement_1,tag_12,tag_21,2025-06-01T03:25:00.000Z,384.475,8589.0,sgsgpcbfwc,,
measurement_2,tag_13,tag_22,2025-06-01T03:26:00.000Z,,,,84.113,False
measurement_1,tag_13,tag_21,2025-06-01T03:27:00.000Z,407.33,6605.0,miuktaw,,
measurement_1,tag_11,tag_22,2025-06-01T03:28:00.000Z,52.465,2540.0,dvvepdnam,,
measurement_2,tag_11,tag_21,2025-06-01T03:29:00.000Z,,,,319.875,True
measurement_1,tag_13,tag_22,2025-06-01T03:30:00.000Z,735.347,6729.0,qiorvtl,,
measurement_1,tag_13,tag_21,2025-06-01T03:31:00.000Z,29.125,8826.0,qcbuygqiq,,
measurement_2,tag_12,tag_21,2025-06-01T03:32:00.000Z,,,,9.681,True
measurement_2,tag_12,tag_21,2025-06-01T03:33:00.000Z,,,,526.986,True
measurement_2,tag_11,tag_22,2025-06-01T03:34:00.000Z,,,,944.406,False
measurement_2,tag_13,tag_22,2025-06-01T03:35:00.000Z,,,,294.885,False
measurement_2,tag_13,tag_21,2025-06-01T03:36:00.000Z,,,,311.325,False
measurement_1,tag_13,tag_22,2025-06-01T03:37:00.000Z,434.391,6910.0,svyrqkrjfc,,
measurement_2,tag_13,tag_22,2025-06-01T03:38:00.000Z,,,,475.262,False
measurement_1,tag_12,tag_22,2025-06-01T03:39:00.000Z,158.043,7980.0,epqxoj,,
measurement_2,tag_13,tag_22,2025-06-01T03:40:00.000Z,,,,27.273,True
measurement_2,tag_13,tag_21,2025-06-01T03:41:00.000Z,,,,259.095,False
measurement_1,tag_13,tag_22,2025-06-01T03:42:00.000Z,942.748,8957.0,fncsbxyr,,
measurement_1,tag_12,tag_21,2025-06-01T03:43:00.000Z,625.166,9903.0,rfgjjt,,
measurement_2,tag_13,tag_21,2025-06-01T03:44:00.000Z,,,,275.865,True
measurement_2,tag_12,tag_21,2025-06-01T03:45:00.000Z,,,,217.917,True
measurement_1,tag_13,tag_22,2025-06-01T03:46:00.000Z,142.911,475.0,iviwvun,,
measurement_2,tag_13,tag_22,2025-06-01T03:47:00.000Z,,,,196.199,True
measurement_1,tag_13,tag_21,2025-06-01T03:48:00.000Z,217.955,7977.0,lhdvpc,,
measurement_2,tag_11,tag_21,2025-06-01T03:49:00.000Z,,,,463.859,False
measurement_1,tag_12,tag_21,2025-06-01T03:50:00.000Z,951.449,8451.0,btvocwrp,,
measurement_2,tag_11,tag_21,2025-06-01T03:51:00.000Z,,,,394.535,True
measurement_2,tag_11,tag_22,2025-06-01T03:52:00.000Z,,,,729.446,True
measurement_1,tag_11,tag_21,2025-06-01T03:53:00.000Z,530.632,4592.0,byzrrgdm,,
measurement_2,tag_13,tag_22,2025-06-01T03:54:00.000Z,,,,94.84,True
measurement_2,tag_13,tag_21,2025-06-01T03:55:00.000Z,,,,378.596,False
measurement_1,tag_12,tag_22,2025-06-01T03:56:00.000Z,799.591,5004.0,bjxsit,,
measurement_1,tag_12,tag_22,2025-06-01T03:57:00.000Z,491.995,3659.0,tsisa,,
measurement_1,tag_12,tag_21,2025-06-01T03:58:00.000Z,932.47,564.0,krqtd,,
measurement_2,tag_12,tag_22,2025-06-01T03:59:00.000Z,,,,84.272,True
measurement_1,tag_12,tag_21,2025-06-01T04:00:00.000Z,709.565,3124.0,qtudyu,,
measurement_1,tag_11,tag_22,2025-06-01T04:01:00.000Z,775.591,7448.0,vdqgq,,
measurement_1,tag_12,tag_22,2025-06-01T04:02:00.000Z,193.689,4013.0,jjhtt,,
measurement_1,tag_12,tag_22,2025-06-01T04:03:00.000Z,435.106,134.0,qxxbwv,,
measurement_2,tag_11,tag_21,2025-06-01T04:04:00.000Z,,,,29.316,False
measurement_1,tag_11,tag_22,2025-06-01T04:05:00.000Z,827.726,5415.0,cmjneoskm,,
measurement_2,tag_13,tag_21,2025-06-01T04:06:00.000Z,,,,24.938,True
measurement_2,tag_13,tag_22,2025-06-01T04:07:00.000Z,,,,838.225,True
measurement_2,tag_11,tag_22,2025-06-01T04:08:00.000Z,,,,902.967,False
measurement_2,tag_12,tag_22,2025-06-01T04:09:00.000Z,,,,444.386,True
measurement_2,tag_13,tag_21,2025-06-01T04:10:00.000Z,,,,910.975,False
measurement_2,tag_13,tag_21,2025-06-01T04:11:00.000Z,,,,923.423,False
measurement_1,tag_13,tag_22,2025-06-01T04:12:00.000Z,220.425,1934.0,abcgtgyofn,,
measurement_2,tag_13,tag_22,2025-06-01T04:13:00.000Z,,,,828.27,True
measurement_2,tag_13,tag_21,2025-06-01T04:14:00.000Z,,,,332.276,True
measurement_1,tag_12,tag_21,2025-06-01T04:15:00.000Z,916.69,2079.0,ackklukjjz,,
measurement_2,tag_11,tag_22,2025-06-01T04:16:00.000Z,,,,850.661,False
measurement_1,tag_13,tag_22,2025-06-01T04:17:00.000Z,11.328,9346.0,vyvewlgff,,
measurement_1,tag_12,tag_22,2025-06-01T04:18:00.000Z,434.978,6438.0,gwyvdbexaq,,
measurement_2,tag_13,tag_21,2025-06-01T04:19:00.000Z,,,,13.757,True
measurement_1,tag_12,tag_21,2025-06-01T04:20:00.000Z,45.07,3831.0,dbhzzb,,
measurement_2,tag_12,tag_22,2025-06-01T04:21:00.000Z,,,,742.776,False
measurement_2,tag_13,tag_21,2025-06-01T04:22:00.000Z,,,,735.873,True
measurement_1,tag_11,tag_22,2025-06-01T04:23:00.000Z,261.814,6786.0,eglpfzkpy,,
measurement_1,tag_13,tag_21,2025-06-01T04:24:00.000Z,769.162,7743.0,aahqiohvm,,
measurement_2,tag_11,tag_21,2025-06-01T04:25:00.000Z,,,,301.258,False
measurement_1,tag_11,tag_21,2025-06-01T04:26:00.000Z,883.218,2012.0,pwbhbmpn,,
measurement_2,tag_12,tag_21,2025-06-01T04:27:00.000Z,,,,309.474,False
measurement_1,tag_11,tag_21,2025-06-01T04:28:00.000Z,73.266,8544.0,anlqniyb,,
measurement_1,tag_12,tag_21,2025-06-01T04:29:00.000Z,800.226,9250.0,jiknqqfyxl,,
measurement_1,tag_13,tag_21,2025-06-01T04:30:00.000Z,465.768,2477.0,yrunniyj,,
measurement_2,tag_12,tag_21,2025-06-01T04:31:00.000Z,,,,16.459,True
measurement_2,tag_13,tag_22,2025-06-01T04:32:00.000Z,,,,795.466,False
measurement_1,tag_12,tag_21,2025-06-01T04:33:00.000Z,342.79,9576.0,ugjgrmx,,
measurement_2,tag_13,tag_21,2025-06-01T04:34:00.000Z,,,,455.808,False
measurement_2,tag_12,tag_21,2025-06-01T04:35:00.000Z,,,,412.455,False
measurement_1,tag_11,tag_22,2025-06-01T04:36:00.000Z,886.097,9721.0,wbevqb,,
measurement_1,tag_11,tag_21,2025-06-01T04:37:00.000Z,636.334,2388.0,ggoooyk,,
measurement_2,tag_13,tag_21,2025-06-01T04:38:00.000Z,,,,609.222,False
measurement_2,tag_11,tag_22,2025-06-01T04:39:00.000Z,,,,775.989,True
measurement_1,tag_12,tag_21,2025-06-01T04:40:00.000Z,493.197,1966.0,enyfyi,,
measurement_1,tag_11,tag_22,2025-06-01T04:41:00.000Z,786.38,2606.0,yncexe,,
measurement_1,tag_12,tag_22,2025-06-01T04:42:00.000Z,656.806,2285.0,uxxkyrfxx,,
measurement_1,tag_11,tag_22,2025-06-01T04:43:00.000Z,705.3,3839.0,rduhjtlckd,,
measurement_2,tag_11,tag_21,2025-06-01T04:44:00.000Z,,,,572.084,False
measurement_2,tag_12,tag_21,2025-06-01T04:45:00.000Z,,,,922.197,False
measurement_1,tag_12,tag_21,2025-06-01T04:46:00.000Z,4.731,5349.0,cbszl,,
measurement_2,tag_13,tag_21,2025-06-01T04:47:00.000Z,,,,425.898,True
measurement_1,tag_11,tag_22,2025-06-01T04:48:00.000Z,129.792,6097.0,aodbafd,,
measurement_2,tag_13,tag_21,2025-06-01T04:49:00.000Z,,,,72.48,False
measurement_1,tag_13,tag_22,2025-06-01T04:50:00.000Z,114.943,8149.0,rdysew,,
measurement_2,tag_11,tag_21,2025-06-01T04:51:00.000Z,,,,437.787,True
measurement_2,tag_12,tag_21,2025-06-01T04:52:00.000Z,,,,749.122,False
measurement_2,tag_13,tag_21,2025-06-01T04:53:00.000Z,,,,107.997,False
measurement_2,tag_13,tag_21,2025-06-01T04:54:00.000Z,,,,398.126,False
measurement_2,tag_11,tag_21,2025-06-01T04:55:00.000Z,,,,85.472,True
measurement_1,tag_13,tag_21,2025-06-01T04:56:00.000Z,571.22,4421.0,epieslotu,,
measurement_2,tag_12,tag_21,2025-06-01T04:57:00.000Z,,,,742.294,True
measurement_1,tag_12,tag_21,2025-06-01T04:58:00.000Z,71.106,2573.0,jqmoy,,
measurement_2,tag_13,tag_21,2025-06-01T04:59:00.000Z,,,,78.192,False
measurement_1,tag_13,tag_22,2025-06-01T05:00:00.000Z,104.473,5353.0,kncerkj,,
