_measurement,tag_1,tag_2,_time,field_11,field_12,field_13,field_21,field_22
measurement_2,tag_12,tag_22,2025-06-01T02:10:00.000Z,,,,823.202,True
measurement_1,tag_13,tag_21,2025-06-01T02:11:00.000Z,812.636,3364.0,pyswwtgfs,,
measurement_2,tag_13,tag_21,2025-06-01T02:12:00.000Z,,,,83.587,True
measurement_2,tag_13,tag_21,2025-06-01T02:13:00.000Z,,,,56.423,True
measurement_2,tag_13,tag_21,2025-06-01T02:14:00.000Z,,,,708.056,False
measurement_2,tag_11,tag_22,2025-06-01T02:15:00.000Z,,,,619.449,True
measurement_1,tag_13,tag_21,2025-06-01T02:16:00.000Z,876.55,2586.0,vcgxmyqcp,,
measurement_1,tag_11,tag_21,2025-06-01T02:17:00.000Z,932.354,278.0,ixovsgzgd,,
measurement_2,tag_12,tag_22,2025-06-01T02:18:00.000Z,,,,478.801,True
measurement_2,tag_12,tag_22,2025-06-01T02:19:00.000Z,,,,834.303,True
measurement_2,tag_12,tag_21,2025-06-01T02:20:00.000Z,,,,22.817,True
measurement_2,tag_13,tag_21,2025-06-01T02:21:00.000Z,,,,671.846,False
measurement_1,tag_13,tag_21,2025-06-01T02:22:00.000Z,313.475,1964.0,nevex,,
measurement_2,tag_11,tag_22,2025-06-01T02:23:00.000Z,,,,896.711,True
measurement_1,tag_11,tag_22,2025-06-01T02:24:00.000Z,642.158,1532.0,ioedfnz,,
measurement_1,tag_12,tag_22,2025-06-01T02:25:00.000Z,462.67,8973.0,ucgygvnsst,,
measurement_1,tag_13,tag_22,2025-06-01T02:26:00.000Z,833.176,9865.0,cerraov,,
measurement_1,tag_13,tag_22,2025-06-01T02:27:00.000Z,726.864,4748.0,zhjrjszuxr,,
measurement_1,tag_13,tag_21,2025-06-01T02:28:00.000Z,392.772,5815.0,xotmzi,,
measurement_1,tag_13,tag_21,2025-06-01T02:29:00.000Z,469.575,4081.0,aprtllpdh,,
measurement_2,tag_11,tag_21,2025-06-01T02:30:00.000Z,,,,186.536,True
measurement_2,tag_12,tag_22,2025-06-01T02:31:00.000Z,,,,394.509,True
measurement_1,tag_12,tag_21,2025-06-01T02:32:00.000Z,209.525,8151.0,odzmo,,
measurement_1,tag_11,tag_21,2025-06-01T02:33:00.000Z,420.459,6864.0,drmjhmiyez,,
measurement_2,tag_11,tag_21,2025-06-01T02:34:00.000Z,,,,394.087,False
measurement_2,tag_11,tag_22,2025-06-01T02:35:00.000Z,,,,500.977,False
measurement_2,tag_13,tag_22,2025-06-01T02:36:00.000Z,,,,832.103,False
measurement_2,tag_13,tag_22,2025-06-01T02:37:00.000Z,,,,279.876,False
measurement_2,tag_11,tag_22,2025-06-01T02:38:00.000Z,,,,999.638,True
measurement_2,tag_13,tag_22,2025-06-01T02:39:00.000Z,,,,134.181,True
measurement_1,tag_12,tag_21,2025-06-01T02:40:00.000Z,909.208,4317.0,smjbukmrn,,
measurement_2,tag_12,tag_21,2025-06-01T02:41:00.000Z,,,,647.864,False
measurement_2,tag_11,tag_21,2025-06-01T02:42:00.000Z,,,,707.086,True
measurement_1,tag_11,tag_22,2025-06-01T02:43:00.000Z,166.505,7131.0,grcimkeczt,,
measurement_2,tag_12,tag_22,2025-06-01T02:44:00.000Z,,,,721.039,True
measurement_1,tag_12,tag_21,2025-06-01T02:45:00.000Z,356.888,9849.0,oqkglot,,
measurement_2,tag_11,tag_21,2025-06-01T02:46:00.000Z,,,,811.798,False
measurement_2,tag_12,tag_21,2025-06-01T02:47:00.000Z,,,,211.166,True
measurement_1,tag_13,tag_21,2025-06-01T02:48:00.000Z,272.771,4627.0,wkppdoy,,
measurement_1,tag_11,tag_22,2025-06-01T02:49:00.000Z,527.61,9436.0,nlkzf,,
measurement_2,tag_11,tag_22,2025-06-01T02:50:00.000Z,,,,209.003,True
measurement_2,tag_12,tag_22,2025-06-01T02:51:00.000Z,,,,928.613,True
measurement_1,tag_11,tag_21,2025-06-01T02:52:00.000Z,14.242,7354.0,dsxbz,,
measurement_1,tag_13,tag_21,2025-06-01T02:53:00.000Z,588.239,7687.0,fnyabiuqfc,,
measurement_2,tag_13,tag_21,2025-06-01T02:54:00.000Z,,,,503.0,True
measurement_2,tag_13,tag_22,2025-06-01T02:55:00.000Z,,,,35.311,False
measurement_2,tag_11,tag_22,2025-06-01T02:56:00.000Z,,,,852.491,True
measurement_2,tag_12,tag_22,2025-06-01T02:57:00.000Z,,,,534.696,False
measurement_1,tag_13,tag_22,2025-06-01T02:58:00.000Z,595.053,4986.0,raxjwq,,
measurement_2,tag_13,tag_21,2025-06-01T02:59:00.000Z,,,,232.787,True
measurement_1,tag_13,tag_21,2025-06-01T03:00:00.000Z,350.267,9164.0,mhubbww,,
measurement_2,tag_13,tag_21,2025-06-01T03:01:00.000Z,,,,757.95,False
measurement_2,tag_13,tag_22,2025-06-01T03:02:00.000Z,,,,781.615,False
measurement_2,tag_11,tag_22,2025-06-01T03:03:00.000Z,,,,19.219,False
measurement_2,tag_12,tag_22,2025-06-01T03:04:00.000Z,,,,487.651,True
measurement_1,tag_13,tag_21,2025-06-01T03:05:00.000Z,136.973,427.0,gqjfr,,
measurement_1,tag_12,tag_21,2025-06-01T03:06:00.000Z,22.934,5442.0,gxzdoct,,
measurement_1,tag_11,tag_21,2025-06-01T03:07:00.000Z,831.704,8706.0,iwgvyjwrv,,
measurement_2,tag_11,tag_22,2025-06-01T03:08:00.000Z,,,,569.405,False
measurement_1,tag_11,tag_21,2025-06-01T03:09:00.000Z,108.49,4237.0,jclxiegf,,
measurement_1,tag_12,tag_22,2025-06-01T03:10:00.000Z,516.315,8881.0,newapppzv,,
measurement_1,tag_11,tag_22,2025-06-01T03:11:00.000Z,510.871,9013.0,lnbxap,,
measurement_2,tag_11,tag_22,2025-06-01T03:12:00.000Z,,,,624.406,False
measurement_2,tag_13,tag_21,2025-06-01T03:13:00.000Z,,,,508.653,False
measurement_1,tag_13,tag_22,2025-06-01T03:14:00.000Z,331.739,5202.0,vsnnng,,
measurement_2,tag_11,tag_22,2025-06-01T03:15:00.000Z,,,,403.051,False
measurement_1,tag_11,tag_21,2025-06-01T03:16:00.000Z,142.356,1187.0,lujnf,,
measurement_1,tag_12,tag_22,2025-06-01T03:17:00.000Z,261.314,9613.0,ojdhfopx,,
measurement_1,tag_12,tag_21,2025-06-01T03:18:00.000Z,896.63,8269.0,uzmmbnlcc,,
measurement_1,tag_13,tag_22,2025-06-01T03:19:00.000Z,316.252,623.0,wifvndt,,
measurement_1,tag_11,tag_22,2025-06-01T03:20:00.000Z,689.753,582.0,gaxzxy,,
measurement_2,tag_11,tag_21,2025-06-01T03:21:00.000Z,,,,943.043,True
measurement_1,tag_12,tag_21,2025-06-01T03:22:00.000Z,718.616,1580.0,lwuoomg,,
measurement_2,tag_11,tag_22,2025-06-01T03:23:00.000Z,,,,27.491,False
measurement_2,tag_12,tag_22,2025-06-01T03:24:00.000Z,,,,551.491,True
measurement_2,tag_12,tag_21,2025-06-01T03:25:00.000Z,,,,851.341,True
measurement_1,tag_11,tag_21,2025-06-01T03:26:00.000Z,514.282,1500.0,vbnatf,,
measurement_1,tag_12,tag_22,2025-06-01T03:27:00.000Z,215.755,468.0,vkizo,,
measurement_1,tag_12,tag_21,2025-06-01T03:28:00.000Z,248.231,889.0,mjuptbb,,
measurement_1,tag_13,tag_22,2025-06-01T03:29:00.000Z,540.592,8522.0,jaxhjp,,
measurement_2,tag_12,tag_21,2025-06-01T03:30:00.000Z,,,,718.599,False
measurement_2,tag_11,tag_22,2025-06-01T03:31:00.000Z,,,,626.3,True
measurement_1,tag_12,tag_21,2025-06-01T03:32:00.000Z,862.512,6595.0,krpltk,,
measurement_1,tag_11,tag_21,2025-06-01T03:33:00.000Z,516.262,4511.0,izskgrk,,
measurement_2,tag_11,tag_21,2025-06-01T03:34:00.000Z,,,,300.479,True
measurement_1,tag_11,tag_21,2025-06-01T03:35:00.000Z,302.565,4899.0,ekslz,,
measurement_1,tag_12,tag_21,2025-06-01T03:36:00.000Z,434.639,550.0,oclvy,,
measurement_1,tag_12,tag_22,2025-06-01T03:37:00.000Z,969.785,3659.0,cbewvvdghv,,
measurement_2,tag_11,tag_22,2025-06-01T03:38:00.000Z,,,,266.767,True
measurement_1,tag_13,tag_21,2025-06-01T03:39:00.000Z,650.14,4935.0,nzbjdbwin,,
measurement_1,tag_12,tag_22,2025-06-01T03:40:00.000Z,785.557,8547.0,pykmoc,,
measurement_1,tag_12,tag_21,2025-06-01T03:41:00.000Z,859.323,1504.0,ddjcff,,
measurement_2,tag_12,tag_22,2025-06-01T03:42:00.000Z,,,,714.282,True
measurement_2,tag_12,tag_22,2025-06-01T03:43:00.000Z,,,,912.201,False
measurement_1,tag_13,tag_21,2025-06-01T03:44:00.000Z,740.689,5690.0,wwnabyrya,,
measurement_2,tag_11,tag_22,2025-06-01T03:45:00.000Z,,,,76.319,False
measurement_2,tag_12,tag_21,2025-06-01T03:46:00.000Z,,,,431.104,False
measurement_2,tag_11,tag_22,2025-06-01T03:47:00.000Z,,,,842.697,True
measurement_2,tag_11,tag_21,2025-06-01T03:48:00.000Z,,,,339.537,True
measurement_1,tag_13,tag_22,2025-06-01T03:49:00.000Z,974.51,110.0,xehrh,,
measurement_1,tag_13,tag_22,2025-06-01T03:50:00.000Z,176.778,1368.0,ramqqolec,,
measurement_1,tag_13,tag_22,2025-06-01T03:51:00.000Z,865.897,423.0,krsohehe,,
measurement_2,tag_12,tag_22,2025-06-01T03:52:00.000Z,,,,962.944,False
measurement_2,tag_11,tag_21,2025-06-01T03:53:00.000Z,,,,189.292,True
measurement_2,tag_11,tag_21,2025-06-01T03:54:00.000Z,,,,713.33,False
measurement_2,tag_11,tag_22,2025-06-01T03:55:00.000Z,,,,101.094,True
measurement_1,tag_13,tag_22,2025-06-01T03:56:00.000Z,679.656,9292.0,twxeaihy,,
measurement_2,tag_12,tag_22,2025-06-01T03:57:00.000Z,,,,974.535,True
measurement_1,tag_13,tag_22,2025-06-01T03:58:00.000Z,566.319,1877.0,ekyqmrpo,,
measurement_2,tag_13,tag_21,2025-06-01T03:59:00.000Z,,,,913.728,True
measurement_1,tag_11,tag_22,2025-06-01T04:00:00.000Z,910.559,6635.0,lejzdmnu,,
measurement_1,tag_11,tag_22,2025-06-01T04:01:00.000Z,894.523,8094.0,ipypwjr,,
measurement_2,tag_11,tag_22,2025-06-01T04:02:00.000Z,,,,203.472,True
measurement_1,tag_11,tag_22,2025-06-01T04:03:00.000Z,394.894,8472.0,cyuckws,,
measurement_2,tag_13,tag_22,2025-06-01T04:04:00.000Z,,,,237.582,True
measurement_2,tag_13,tag_21,2025-06-01T04:05:00.000Z,,,,864.397,True
measurement_1,tag_12,tag_22,2025-06-01T04:06:00.000Z,566.54,530.0,svqckxgt,,
measurement_2,tag_11,tag_22,2025-06-01T04:07:00.000Z,,,,193.173,False
measurement_1,tag_11,tag_21,2025-06-01T04:08:00.000Z,839.433,261.0,ivisvf,,
measurement_1,tag_13,tag_21,2025-06-01T04:09:00.000Z,299.241,712.0,lglcoxitot,,
measurement_1,tag_12,tag_22,2025-06-01T04:10:00.000Z,377.73,5447.0,ogvgu,,
measurement_2,tag_12,tag_22,2025-06-01T04:11:00.000Z,,,,724.006,False
measurement_1,tag_13,tag_21,2025-06-01T04:12:00.000Z,785.83,1188.0,djrtibqvod,,
measurement_2,tag_11,tag_21,2025-06-01T04:13:00.000Z,,,,688.931,True
measurement_2,tag_13,tag_22,2025-06-01T04:14:00.000Z,,,,738.149,True
measurement_1,tag_12,tag_22,2025-06-01T04:15:00.000Z,366.369,4803.0,kxlva,,
measurement_1,tag_11,tag_21,2025-06-01T04:16:00.000Z,382.191,2373.0,osrplua,,
measurement_1,tag_13,tag_21,2025-06-01T04:17:00.000Z,140.23,2595.0,pgsfgoph,,
measurement_2,tag_12,tag_21,2025-06-01T04:18:00.000Z,,,,970.488,False
measurement_2,tag_12,tag_22,2025-06-01T04:19:00.000Z,,,,375.541,True
measurement_2,tag_13,tag_22,2025-06-01T04:20:00.000Z,,,,997.035,False
measurement_2,tag_13,tag_21,2025-06-01T04:21:00.000Z,,,,981.641,False
measurement_1,tag_11,tag_21,2025-06-01T04:22:00.000Z,213.266,3438.0,rpxserru,,
measurement_1,tag_13,tag_22,2025-06-01T04:23:00.000Z,618.105,8960.0,tmmcvy,,
measurement_2,tag_13,tag_21,2025-06-01T04:24:00.000Z,,,,885.532,False
measurement_1,tag_12,tag_22,2025-06-01T04:25:00.000Z,590.72,2916.0,ualkvwlf,,
measurement_2,tag_13,tag_22,2025-06-01T04:26:00.000Z,,,,79.663,False
measurement_1,tag_11,tag_21,2025-06-01T04:27:00.000Z,914.397,551.0,babpqqiz,,
measurement_1,tag_12,tag_22,2025-06-01T04:28:00.000Z,640.755,2584.0,silncaq,,
measurement_2,tag_11,tag_21,2025-06-01T04:29:00.000Z,,,,962.294,True
measurement_1,tag_13,tag_21,2025-06-01T04:30:00.000Z,409.692,5126.0,lnxuimprow,,
measurement_1,tag_11,tag_22,2025-06-01T04:31:00.000Z,712.179,2459.0,gyxxinqfiv,,
measurement_1,tag_13,tag_22,2025-06-01T04:32:00.000Z,886.661,1882.0,rhffuu,,
measurement_2,tag_11,tag_21,2025-06-01T04:33:00.000Z,,,,979.457,True
measurement_1,tag_11,tag_21,2025-06-01T04:34:00.000Z,982.144,7361.0,fkgcjilztq,,
measurement_2,tag_12,tag_22,2025-06-01T04:35:00.000Z,,,,909.861,False
measurement_2,tag_13,tag_22,2025-06-01T04:36:00.000Z,,,,373.268,True
measurement_2,tag_12,tag_22,2025-06-01T04:37:00.000Z,,,,288.475,True
measurement_2,tag_12,tag_21,2025-06-01T04:38:00.000Z,,,,101.688,False
measurement_1,tag_13,tag_22,2025-06-01T04:39:00.000Z,98.37,3485.0,bsufgjht,,
measurement_1,tag_13,tag_21,2025-06-01T04:40:00.000Z,944.633,6962.0,jrjeffbi,,
measurement_1,tag_13,tag_22,2025-06-01T04:41:00.000Z,814.86,7753.0,kbeezmp,,
measurement_1,tag_13,tag_21,2025-06-01T04:42:00.000Z,397.129,6320.0,opeqi,,
measurement_2,tag_13,tag_21,2025-06-01T04:43:00.000Z,,,,85.593,True
measurement_1,tag_11,tag_22,2025-06-01T04:44:00.000Z,201.787,5037.0,ebclz,,
measurement_1,tag_11,tag_22,2025-06-01T04:45:00.000Z,112.065,3586.0,tlbtwz,,
measurement_2,tag_12,tag_21,2025-06-01T04:46:00.000Z,,,,440.219,False
measurement_2,tag_11,tag_22,2025-06-01T04:47:00.000Z,,,,673.664,True
measurement_2,tag_11,tag_21,2025-06-01T04:48:00.000Z,,,,310.338,False
measurement_1,tag_13,tag_21,2025-06-01T04:49:00.000Z,67.654,8803.0,pcwzsl,,
measurement_1,tag_13,tag_21,2025-06-01T04:50:00.000Z,201.538,6709.0,vakjfet,,
measurement_1,tag_12,tag_21,2025-06-01T04:51:00.000Z,919.324,7327.0,lpjrswlkvv,,
measurement_1,tag_11,tag_22,2025-06-01T04:52:00.000Z,902.751,996.0,ptgiljf,,
measurement_2,tag_13,tag_22,2025-06-01T04:53:00.000Z,,,,757.896,False
measurement_2,tag_12,tag_22,2025-06-01T04:54:00.000Z,,,,715.277,False
measurement_2,tag_12,tag_22,2025-06-01T04:55:00.000Z,,,,302.492,True
measurement_2,tag_11,tag_21,2025-06-01T04:56:00.000Z,,,,548.098,False
measurement_2,tag_11,tag_21,2025-06-01T04:57:00.000Z,,,,100.054,False
measurement_1,tag_12,tag_22,2025-06-01T04:58:00.000Z,767.596,5145.0,qbffvmv,,
measurement_2,tag_12,tag_21,2025-06-01T04:59:00.000Z,,,,369.376,True
measurement_1,tag_11,tag_21,2025-06-01T05:00:00.000Z,44.3,2817.0,tvprjudy,,
measurement_1,tag_12,tag_22,2025-06-01T05:01:00.000Z,416.958,7595.0,yyjbiotl,,
